ligne;code_trace;code_ligne;type_trace;nom_trace;sens;origine;destination;nom_origine;nom_destination;famille_transport;date_debut;date_fin;code_type_ligne;nom_type_ligne;pmr;code_tri_ligne;nom_version;last_update;last_update_fme;gid
C5;C5-1;C5A;NOM;Cordeliers - Rillieux Semailles;Aller;10285;11225;Cordeliers;Rillieux Semailles;BUS;20180101;;REG;Régulière;True;C  5;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.939342+02:00;360
C5;C5-4;C5A;NOM;Rillieux Semailles - Cordeliers;Retour;11225;10285;Rillieux Semailles;Cordeliers;BUS;20180101;;REG;Régulière;True;C  5;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.940183+02:00;362
C5;C5-3;C5A;NOM;Vancia Château Bérard - Cordeliers;Retour;31520;10285;Vancia Château Bérard;Cordeliers;BUS;20180101;;REG;Régulière;True;C  5;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.941042+02:00;361
BRT1;BRT1-2;321A;NOR;IUT - Feyssine - Gare Part-Dieu V.Merle;Retour;31027;11064;IUT - Feyssine;Gare Part-Dieu V.Merle;BUS;20240306;;PRT;Plan de remplacement tramway;True;BRT1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.929721+02:00;879
C6;C6-1;C6C;NOM;Gare Part-Dieu Vivier Merle - Campus Lyon Ouest;Aller;11064;33574;Gare Part-Dieu V.Merle;Campus Lyon Ouest;BUS;20300320;;REG;Régulière;True;C  6;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.941935+02:00;363
BR60;BR60-5;99B;NAV;Debourg - Perrache;Retour;20202;30977;Debourg;Perrache;BUS;20180923;;REG;Régulière;False;BR60;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.926561+02:00;859
ZI8;ZI8-2;ZI8A;NOM;St Priest Jules Ferry - Parc des Lumières;Aller;31140;34444;St-Priest Jules Ferry;Parc des Lumieres;BUS;20180101;;REG;Régulière;True;Z I8;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.031038+02:00;676
C11;C11-3;C11A;TVX;Saxe - Gambetta. - Laurent Bonnevay;Aller;33452;10716;Saxe - Gambetta.;Laurent Bonnevay;BUS;20240801;;REG;Régulière;True;C 11;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.949715+02:00;862
C6;C6-2;C6C;NOM;Campus Lyon Ouest - Gare Part-Dieu Vivier Merle;Retour;33574;11064;Campus Lyon Ouest;Gare Part-Dieu V.Merle;BUS;20300320;;REG;Régulière;True;C  6;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.942620+02:00;364
C7;C7-1;C7B;NOM;Gare Part-Dieu Vivier Merle - St-Genis-Laval Hôpital Lyon Sud;Aller;11064;10565;Gare Part-Dieu V.Merle;St-Genis-Laval Hôp. Sud;BUS;20180101;;REG;Régulière;True;C  7;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.943241+02:00;365
C7;C7-2;C7B;NOM;St-Genis-Laval Hôpital Lyon Sud - Gare Part-Dieu Vivier Merle;Retour;10565;11064;St-Genis-Laval Hôp. Sud;Gare Part-Dieu V.Merle;BUS;20180101;;REG;Régulière;True;C  7;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.943861+02:00;366
C4;C4-1;C4A;NOM;Jean Macé - Cité Internationale Centre de Congrès;Aller;10593;11792;Jean Macé;Cité Internationale;BUS;20180101;;REG;Régulière;True;C  4;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.936841+02:00;357
C4;C4-2;C4A;NOM;Cité Internationale Centre de Congrès - Jean Macé;Retour;11792;10593;Cité Internationale;Jean Macé;BUS;20180101;;REG;Régulière;True;C  4;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.937649+02:00;358
C8;C8-3;C8A;TVX;Grange Blanche - Vaulx - Resistance;Aller;10524;33413;Grange Blanche;Vaulx - Résistance;BUS;20240801;;REG;Régulière;True;C  8;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.944620+02:00;860
C8;C8-4;C8A;TVX;Vaulx - Resistance - Grange Blanche;Retour;33413;10524;Vaulx - Résistance;Grange Blanche;BUS;20240801;;REG;Régulière;True;C  8;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.945281+02:00;861
C9;C9-2;C9A;NOM;Hôpitaux Est - Bellecour Antonin Poncet;Retour;33247;10075;Hôpitaux Est;Bellecour A. Poncet;BUS;20180101;;REG;Régulière;True;C  9;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.946547+02:00;370
C10;C10-1;C10A;NOM;Bellecour Charité - St-Genis Barolles;Aller;10077;11303;Bellecour Charité;Saint-Genis Barolles;BUS;20180101;;REG;Régulière;True;C 10;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.947122+02:00;371
C5;C5-2;C5A;NOM;Cordeliers - Vancia Château Bérard;Aller;10285;31520;Cordeliers;Vancia Château Bérard;BUS;20180101;;REG;Régulière;True;C  5;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.938489+02:00;359
C10;C10-4;C10A;NOM;Brignais Parc Birabent - Bellecour Charite;Retour;34645;10077;Brignais Parc Birabent;Bellecour Charité;BUS;20260824;;REG;Régulière;True;C 10;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.948356+02:00;895
C9;C9-1;C9A;NOM;Bellecour Antonin Poncet - Hôpitaux Est;Aller;10075;33247;Bellecour A. Poncet;Hôpitaux Est;BUS;20180101;;REG;Régulière;True;C  9;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.945917+02:00;369
C10;C10-2;C10A;NOM;St-Genis Barolles - Bellecour Charité;Retour;11303;10077;Saint-Genis Barolles;Bellecour Charité;BUS;20180101;;REG;Régulière;True;C 10;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.949011+02:00;372
C12;C12-1;C12A;NOM;Bellecour Antonin Poncet - Hôpital Feyzin Vénissieux;Aller;10075;32811;Bellecour A. Poncet;Hôp. Feyzin Vénissieux;BUS;20180101;;REG;Régulière;True;C 12;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.951360+02:00;375
C11;C11-4;C11A;TVX;Laurent Bonnevay - Saxe - Gambetta.;Retour;10716;33452;Laurent Bonnevay;Saxe - Gambetta.;BUS;20240801;;REG;Régulière;True;C 11;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.950555+02:00;863
C12;C12-2;C12A;NOM;Hôpital Feyzin Vénissieux - Bellecour Antonin Poncet;Retour;32811;10075;Hôp. Feyzin Vénissieux;Bellecour A. Poncet;BUS;20180101;;REG;Régulière;True;C 12;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.952214+02:00;376
C17;C17-6;C17A;NOM;Laurent Bonnevay - Charpennes Charles Hernu;Retour;10716;10204;Laurent Bonnevay;Charpennes Charles Hernu;BUS;20241103;;REG;Régulière;True;C 17;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.962554+02:00;877
C13;C13-1;C13B;NOM;Grange Blanche - Montessuy Gutenberg;Aller;10524;10987;Grange Blanche;Montessuy Gutenberg;BUS;20260421;;REG;Régulière;True;C 13;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.953051+02:00;377
C16;C16-1;C16A;NOM;Charpennes Charles Hernu - Surville Route de Vienne;Aller;10204;11369;Charpennes Charles Hernu;Surville Route de Vienne;BUS;20180101;;REG;Régulière;True;C 16;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.958284+02:00;385
C13;C13-2;C13B;NOM;Montessuy Gutenberg - Grange Blanche;Retour;10987;10524;Montessuy Gutenberg;Grange Blanche;BUS;20260421;;REG;Régulière;True;C 13;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.953913+02:00;378
C14;C14-1;C14A;NOM;Jean Macé - Les Sources;Aller;10593;10842;Jean Macé;Les Sources;BUS;20180101;;REG;Régulière;True;C 14;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.954789+02:00;381
C16;C16-2;C16A;NOM;Surville Route de Vienne - Charpennes Charles Hernu;Retour;11369;10204;Surville Route de Vienne;Charpennes Charles Hernu;BUS;20180101;;REG;Régulière;True;C 16;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.959128+02:00;386
C14;C14-2;C14A;NOM;Les Sources - Jean Macé;Retour;10842;10593;Les Sources;Jean Macé;BUS;20180101;;REG;Régulière;True;C 14;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.955654+02:00;382
C15;C15-1;C15A;NOM;Bachut Mairie du 8e - Laurent Bonnevay;Aller;10052;10716;Bachut - Mairie du 8ème;Laurent Bonnevay;BUS;20180101;;REG;Régulière;True;C 15;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.956485+02:00;703
C15;C15-2;C15A;NOM;Laurent Bonnevay - Bachut Mairie du 8e;Retour;10716;10052;Laurent Bonnevay;Bachut - Mairie du 8ème;BUS;20180101;;REG;Régulière;True;C 15;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.957362+02:00;704
C17;C17-4;C17A;NOM;Laurent Bonnevay - Porte des Alpes;Aller;10716;20041;Laurent Bonnevay;Porte des Alpes;BUS;20241103;;REG;Régulière;True;C 17;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.960802+02:00;874
C17;C17-7;C17A;NOM;Porte des Alpes - Laurent Bonnevay;Retour;20041;10716;Porte des Alpes;Laurent Bonnevay;BUS;20241103;;REG;Régulière;True;C 17;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.961685+02:00;876
C18;C18-1;C18A;NOM;Hôtel de Ville Louis Pradel - Croix-Rousse Nord;Aller;10568;30957;Hôtel de Ville L. Pradel;Croix-Rousse Nord;BUS;20180101;;REG;Régulière;True;C 18;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.963378+02:00;389
C20;C20-1;C20D;NOM;Bellecour Le Viste - Francheville Taffignon;Aller;10080;10173;Bellecour Le Viste;Francheville Taffignon;BUS;20190701;;REG;Régulière;True;C 20;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.966504+02:00;393
C20;C20-2;C20D;NOM;Francheville Taffignon - Bellecour Le Viste;Retour;10173;10080;Francheville Taffignon;Bellecour Le Viste;BUS;20190701;;REG;Régulière;True;C 20;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.967234+02:00;394
C24E;C24E-1;C24E;NOM;Gorge de Loup - Gymnase E.Catalon;Aller;10513;33910;Gorge de Loup;Gymnase E. Catalon;BUS;20190701;;REG;Régulière;True;C24E;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.981119+02:00;409
C21;C21-1;C21A;NOM;Perrache - Gorge de Loup;Aller;30977;10513;Perrache;Gorge de Loup;BUS;20180101;;REG;Régulière;True;C 21;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.968468+02:00;395
C24;C24-1;C24D;NOM;Gorge de Loup - Gymnase E.Catalon;Aller;10513;33910;Gorge de Loup;Gymnase E. Catalon;BUS;20190701;;REG;Régulière;True;C 24;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.969696+02:00;399
C24;C24-3;C24D;NOM;Gorge de Loup - Craponne Val d'Yzeron;Aller;10513;20307;Gorge de Loup;Craponne Val d'Yzeron;BUS;20190701;;REG;Régulière;True;C 24;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.970273+02:00;400
C24;C24-2;C24D;NOM;Gymnase E.Catalon - Gorge de Loup;Retour;33910;10513;Gymnase E. Catalon;Gorge de Loup;BUS;20190701;;REG;Régulière;True;C 24;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.973887+02:00;401
C26;C26-4;C26A;TVX;Grange Blanche - Cite Inter Transbordeur;Retour;10524;10387;Grange Blanche;Cité Inter Transbordeur;BUS;20240801;;REG;Régulière;True;C 26;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.976878+02:00;865
C24;C24-4;C24D;NOM;Craponne Val d'Yzeron - Gorge de Loup;Retour;20307;10513;Craponne Val d'Yzeron;Gorge de Loup;BUS;20190701;;REG;Régulière;True;C 24;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.974454+02:00;402
C6E;C6E-1;C6E;NOM;Gare de Vaise - Campus Lyon Ouest;Aller;10487;33574;Gare de Vaise-G.Collomb;Campus Lyon Ouest;BUS;20300320;;REG;Régulière;True;C 6E;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.977543+02:00;748
C25;C25-1;C25B;NOM;Gare Part-Dieu Vivier Merle - St-Priest Plaine de Saythe / Sogaris - Promotrans;Aller;11064;30987;Gare Part-Dieu V.Merle;Sogaris - Promotrans;BUS;20180101;;REG;Régulière;True;C 25;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.975105+02:00;403
C25;C25-2;C25B;NOM;Sogaris - Promotrans / St-Priest Plaine de Saythe  - Gare Part-Dieu Vivier Merle;Retour;30987;11064;Sogaris - Promotrans;Gare Part-Dieu V.Merle;BUS;20180101;;REG;Régulière;True;C 25;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.975779+02:00;404
GE4;GE4-3;GE4A;NOM;La Tour de Salvagny Gare - Techlid Le Tronchon;Aller;30155;33790;La Tour de Salvagny Gare;Techlid Le Tronchon;BUS;20220301;;TAD;Transport à la Demande;True;G E4;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.984870+02:00;770
GE6;GE6-2;GE6B;NOM;Charbonnieres Gare - Charbonnieres Gare;Aller;30092;30092;Charbonnières Gare;Charbonnières Gare;BUS;20230201;;REG;Régulière;False;G E6;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.986160+02:00;772
C6E;C6E-2;C6E;NOM;Campus Lyon Ouest - Gare de Vaise;Retour;33574;10487;Campus Lyon Ouest;Gare de Vaise-G.Collomb;BUS;20300320;;REG;Régulière;True;C 6E;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.978102+02:00;749
GE1;GE1-2;GE1A;NOM;Rillieux Victor Hugo - Gare de Crepieux;Retour;34225;32720;Rillieux Victor Hugo;Gare de Crépieux;BUS;20290822;;REG;Régulière;False;G E1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.982980+02:00;798
GE2;GE2-1;GE2A;NOM;Feyzin Gare - Solaize CRES;Aller;10436;33704;Feyzin Gare;Solaize CRES;BUS;20180101;;REG;Régulière;True;G E2;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.983550+02:00;679
GE6;GE6-1;GE6B;NOM;Charbonnieres Gare - Charbonnieres Gare;Aller;30092;30092;Charbonnières Gare;Charbonnières Gare;BUS;20230201;;REG;Régulière;False;G E6;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.986746+02:00;683
GE2;GE2-2;GE2A;NOM;Solaize CRES - Feyzin Gare;Retour;33704;10436;Solaize CRES;Feyzin Gare;BUS;20180101;;REG;Régulière;True;G E2;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.984179+02:00;680
N20;N20-1;N20;NOM;Gare de Vaise - Mont Thou;Aller;10487;30488;Gare de Vaise-G.Collomb;Mont Thou;BUS;20230106;;REG;Régulière;False;N 20;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.987314+02:00;831
C26;C26-3;C26A;TVX;Cite Inter Transbordeur - Grange Blanche;Aller;10387;10524;Cité Inter Transbordeur;Grange Blanche;BUS;20240801;;REG;Régulière;True;C 26;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.976322+02:00;864
C18;C18-2;C18A;NOM;Croix-Rousse Nord - Hôtel de Ville Louis Pradel;Retour;30957;10568;Croix-Rousse Nord;Hôtel de Ville L. Pradel;BUS;20180101;;REG;Régulière;True;C 18;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.963948+02:00;390
GE4;GE4-4;GE4A;NOM;Techlid Le Tronchon - La Tour de Salvagny Gare;Retour;33790;30155;Techlid Le Tronchon;La Tour de Salvagny Gare;BUS;20220301;;TAD;Transport à la Demande;True;G E4;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.985587+02:00;771
N20;N20-2;N20;NOM;Mont Thou - Gare de Vaise;Retour;30488;10487;Mont Thou;Gare de Vaise-G.Collomb;BUS;20230106;;REG;Régulière;False;N 20;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.987883+02:00;832
N80;N80-1;N80;NAV;Vaulx-en-Velin La Soie - Grand Parc le Morlet;Aller;31760;30002;Vaulx-en-Velin La Soie;Grand Parc le Morlet;BUS;20290621;;REG;Régulière;False;N 80;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.988461+02:00;773
C19;C19-1;C19A;NOM;Perrache - Francheville Taffignon;Aller;30977;10173;Perrache;Francheville Taffignon;BUS;20180101;;REG;Régulière;True;C 19;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.964665+02:00;391
C19;C19-2;C19A;NOM;Francheville Taffignon - Perrache;Retour;10173;30977;Francheville Taffignon;Perrache;BUS;20180101;;REG;Régulière;True;C 19;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.965335+02:00;392
N81;N81-2;N81;NOM;Grand Parc Fontanil - Gare de Venissieux;Retour;34586;20487;Grand Parc Le Fontanil;Gare de Vénissieux;BUS;20220207;;REG;Régulière;False;N 81;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.990206+02:00;800
N82;N82-1;N82;NOM;Gare de Vaise - Grand Parc les Sablettes;Aller;10487;34587;Gare de Vaise-G.Collomb;Grand Parc les Sablettes;BUS;20220207;;REG;Régulière;False;N 82;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.990757+02:00;801
N80;N80-2;N80;NAV;Grand Parc le Morlet - Vaulx-en-Velin La Soie;Retour;30002;31760;Grand Parc le Morlet;Vaulx-en-Velin La Soie;BUS;20290621;;REG;Régulière;False;N 80;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.989012+02:00;774
N81;N81-1;N81;NOM;Gare de Venissieux - Grand Parc Fontanil;Aller;20487;34586;Gare de Vénissieux;Grand Parc Le Fontanil;BUS;20220207;;REG;Régulière;False;N 81;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.989635+02:00;799
N83;N83-1;N83;NOM;Vaulx-en-Velin La Soie - Grd Parc Miribel Jonage;Aller;31760;11045;Vaulx-en-Velin La Soie;Grand Parc L'atol';BUS;20220101;;REG;Régulière;True;N 83;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.992057+02:00;775
C21;C21-2;C21A;NOM;Gorge de Loup - Perrache;Retour;10513;30977;Gorge de Loup;Perrache;BUS;20180101;;REG;Régulière;True;C 21;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.969055+02:00;396
N83;N83-2;N83;NOM;Grd Parc Miribel Jonage - Vaulx-en-Velin La Soie;Retour;11045;31760;Grand Parc L'atol';Vaulx-en-Velin La Soie;BUS;20220101;;REG;Régulière;True;N 83;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.992656+02:00;776
N84;N84-1;N84;NAV;Rillieux - Les Alagniers - Grand Parc les Sablettes;Aller;33420;34587;Rillieux - Les Alagniers;Grand Parc les Sablettes;BUS;20290621;;REG;Régulière;False;N 84;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.993257+02:00;777
N84;N84-2;N84;NAV;Grand Parc les Sablettes - Rillieux - Les Alagniers;Retour;34587;33420;Grand Parc les Sablettes;Rillieux - Les Alagniers;BUS;20290621;;REG;Régulière;False;N 84;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.993848+02:00;778
N100;N100-1;N100;NOM;Vaulx-en-Velin La Soie - Eurexpo Entree Princ.;Aller;31760;10419;Vaulx-en-Velin La Soie;Eurexpo Entrée Princ.;BUS;20220101;;EVE;Evènementielle;True;N100;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.994532+02:00;779
PL1;PL1-3;PL1A;NOM;Terreaux La Feuillee - INSA - Einstein;Aller;34306;31028;Terreaux La Feuillée;INSA - Einstein;BUS;20211009;;REG;Régulière;True;P L1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.995615+02:00;781
C15E;C15E-1;C15E;NOM;Mermoz - Pinel - Parilly Universite Hippodrome;Aller;20091;33640;Mermoz - Pinel;Parilly Univ. Hippodrome;BUS;20190909;;REG;Régulière;True;C15E;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.978634+02:00;707
C15E;C15E-2;C15E;NOM;Parilly Universite Hippodrome - Mermoz - Pinel;Retour;33640;20091;Parilly Univ. Hippodrome;Mermoz - Pinel;BUS;20190909;;REG;Régulière;True;C15E;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.979200+02:00;708
N82;N82-2;N82;NOM;Grand Parc les Sablettes - Gare de Vaise;Retour;34587;10487;Grand Parc les Sablettes;Gare de Vaise-G.Collomb;BUS;20220207;;REG;Régulière;False;N 82;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.991471+02:00;802
PL3;PL3-1;PL3A;NOM;Hôtel de Ville-L. Pradel - Campus Lyon Ouest;Aller;10568;20184;Hôtel de Ville L. Pradel;Pontet Crases;BUS;20180101;;REG;Régulière;True;P L3;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.997362+02:00;687
R2;R2-5;R2A;NOM;Chantemerle - Neuville l'echo;Aller;10192;34603;Chantemerle;Neuville l'écho;BUS;20220301;;TAD;Transport à la Demande;True;R  2;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.998088+02:00;803
S2;S2-1;S2A;NOM;La Tour-de-Salvagny Mairie - La Tour-de-Salvagny Mairie;Aller;30157;30157;Tour de Salvagny Mairie;Tour de Salvagny Mairie;BUS;20180101;;REG;Régulière;True;S  2;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.000697+02:00;627
S3;S3-3;S3B;NOM;College Paul Vallon - La Rama;Aller;31730;34402;Collège Paul Vallon;La Rama;BUS;20230611;;REG;Régulière;False;S  3;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.001346+02:00;848
GE1;GE1-1;GE1A;NOM;Gare de Crepieux - Rillieux Victor Hugo;Aller;32720;34225;Gare de Crépieux;Rillieux Victor Hugo;BUS;20290822;;REG;Régulière;False;G E1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.982384+02:00;795
S3;S3-1;S3B;NOM;College Paul Vallon  - Cimetiere de Givors;Aller;31730;31732;Collège Paul Vallon;Cimetière de Givors;BUS;20230611;;REG;Régulière;False;S  3;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.001941+02:00;847
N100;N100-2;N100;NOM;Eurexpo Entree Princ. - Vaulx-en-Velin La Soie;Retour;10419;31760;Eurexpo Entrée Princ.;Vaulx-en-Velin La Soie;BUS;20220101;;EVE;Evènementielle;True;N100;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.995078+02:00;780
PL1;PL1-4;PL1A;NOM;INSA - Einstein - Terreaux La Feuillee;Retour;31028;34306;INSA - Einstein;Terreaux La Feuillée;BUS;20211009;;REG;Régulière;True;P L1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.996164+02:00;782
PL2;PL2-1;PL2A;NOM;Hôtel de Ville - Grange Blanche;Aller;10568;10524;Hôtel de Ville L. Pradel;Grange Blanche;BUS;20180101;;REG;Régulière;True;P L2;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.996716+02:00;686
S1;S1-3;S1A;NOM;Confluence Rambaud - Gare Saint-Paul;Aller;34284;11327;Confluence Rambaud;Gare Saint-Paul;BUS;20300821;;REG;Régulière;True;S  1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:26.999420+02:00;783
S1;S1-4;S1A;NOM;Gare Saint-Paul - Confluence Rambaud;Retour;11327;34284;Gare Saint-Paul;Confluence Rambaud;BUS;20300821;;REG;Régulière;True;S  1;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.000002+02:00;784
S3;S3-4;S3B;NOM;La Rama - College Paul Vallon;Retour;34402;31730;La Rama;Collège Paul Vallon;BUS;20230611;;REG;Régulière;False;S  3;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.002518+02:00;849
S3;S3-2;S3B;NOM;Cimetiere de Givors - College Paul Vallon;Retour;31732;31730;Cimetière de Givors;Collège Paul Vallon;BUS;20230611;;REG;Régulière;False;S  3;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.003123+02:00;850
S4;S4-1;S4A;NOM;Croix-Rousse - Henon - Deleuvre;Aller;11119;10553;Croix-Rousse;Hénon - Deleuvre;BUS;20180101;;REG;Régulière;True;S  4;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.003662+02:00;630
S4;S4-2;S4A;NOM;Henon - Deleuvre - Croix-Rousse;Retour;10553;11119;Hénon - Deleuvre;Croix-Rousse;BUS;20230719;;REG;Régulière;True;S  4;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.004203+02:00;737
S6;S6-1;S6A;NOM;Hôtel-de-Ville L. Pradel - Croix-Rousse;Aller;10568;11119;Hôtel de Ville L. Pradel;Croix-Rousse;BUS;20180101;;REG;Régulière;True;S  6;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.005945+02:00;633
S5;S5-1;S5A;NOM;Caluire Bords de Saône - Vieux Crépieux;Aller;34030;11462;Caluire - Bords de Saône;Vieux Crépieux;BUS;20180101;;REG;Régulière;True;S  5;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.004803+02:00;631
S10;S10-2;S10A;NOM;Lycée Jean Perrin - Joannès Carret;Retour;10878;10599;Lycée Jean Perrin;Joannès Carret;BUS;20180101;;REG;Régulière;True;S 10;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.012265+02:00;645
S9;S9-3;S9B;EXP;Hopital Lyon Sud - Moly;Aller;10565;33077;St-Genis-Laval Hôp. Sud;Moly;BUS;20211023;;REG;Régulière;False;S  9;2 Septembre 2024;2024-08-21 17:07:29+02:00;2024-09-06 06:01:27.009679+02:00;640
