FID,id,nom,desserte,pmr,ascenseur,escalator,gid,last_update,last_update_fme,the_geom,adresse,localise_face_a_adresse,commune,insee
tcl_sytral.tclarret.1,1,24 Aout,"87A:A,ZI1A:A",true,false,false,12454,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.909327661397975 45.6828643108669),9 AVENUE DU 24 AOUT 1944,true,Corbas,69273
tcl_sytral.tclarret.17,17,A. Pare-Seignemartin,"24A:A,34A:R",true,false,false,12462,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.882851418377526 45.73617124571958),67 RUE SEIGNEMARTIN,true,Lyon 8e Arrondissement,69388
tcl_sytral.tclarret.18,18,Corbas Gabriel Peri,76A:R,false,false,false,12463,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.916826240889187 45.67543681969096),100 AVENUE GABRIEL PERI,true,Corbas,69273
tcl_sytral.tclarret.19,19,Corbas Gabriel Peri,76A:A,false,false,false,12464,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.917770397933648 45.6758561543442),100 AVENUE GABRIEL PERI,false,Corbas,69273
tcl_sytral.tclarret.24,24,Agronomie,"19A:A,3A:A,5A:A,PL3A:A",true,false,false,12467,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.785719058844167 45.77480224317896),8 AVENUE DE VERDUN,false,Écully,69081
tcl_sytral.tclarret.117,117,Baraillon,"142A:R,5A:R,72D:R,98G:R",true,false,false,12509,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.759943364126277 45.76411327180364),63 AVENUE DU 11 NOVEMBRE 1918,false,Tassin-la-Demi-Lune,69244
tcl_sytral.tclarret.118,118,Barbesi,60A:R,true,false,false,12510,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.864552457270732 45.668154586069406),2 RUE DES BLEUETS,false,Feyzin,69276
tcl_sytral.tclarret.30823,30823,Le Four,"77A:A,77A:R",true,false,false,17719,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.877063376927706 45.85626369154982),294 ROUTE DU TILLEUL,false,Cailloux-sur-Fontaines,69033
tcl_sytral.tclarret.45803,45803,Yves Chauvin,GE2A:R,false,false,false,16156,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.829637095088418 45.648390167908836),RUE DU RHONE,false,Solaize,69296
tcl_sytral.tclarret.34455,34455,Timbaud - Charbonnier,ZI1A:R,true,false,false,15128,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.905979461571831 45.69341055354648),CHEMIN DU CHARBONNIER,false,Vénissieux,69259
tcl_sytral.tclarret.34456,34456,Henaff - Charbonnier,ZI1A:A,false,false,false,15129,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.907819254239944 45.69099119495355),92 CHEMIN DU CHARBONNIER,false,Vénissieux,69259
tcl_sytral.tclarret.34458,34458,Dauphine - Charbonnier,ZI1A:A,false,false,false,15130,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.910457713549322 45.68506172644251),143 RUE DU DAUPHINE,true,Corbas,69273
tcl_sytral.tclarret.45839,45839,St Fons Mairie,60A:R,true,false,false,18243,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.852895527422981 45.70918657096804),25 RUE CHARLES PLASSE,false,Saint-Fons,69199
tcl_sytral.tclarret.46074,46074,Petetin,78C:A,false,false,false,16252,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.774303231094656 45.594309804853815),53 RUE HONORE PETETIN,false,Givors,69091
tcl_sytral.tclarret.46075,46075,Petetin,78C:R,true,false,false,16253,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.774439192589405 45.59432277487995),53 RUE HONORE PETETIN,true,Givors,69091
tcl_sytral.tclarret.46076,46076,St Genis 2,78C:R,true,false,false,16254,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.78858357969925 45.68149080069038),ROUTE DE VOURLES,true,Saint-Genis-Laval,69204
tcl_sytral.tclarret.46088,46088,Gare Part-Dieu V.Merle,"C13B:A,C9A:R",true,false,false,16256,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.857905226889039 45.76083214722941),30 BOULEVARD MARIUS VIVIER MERLE,true,Lyon 3e Arrondissement,69383
tcl_sytral.tclarret.46091,46091,Campus Lyon Ouest,55B:R,true,false,false,16257,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.766285985058389 45.78240329083092),36 AVENUE GUY DE COLLONGUE,true,Écully,69081
tcl_sytral.tclarret.183,183,Benoit Bernard,"35A:A,C12A:A",true,false,false,17960,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.852192942250558 45.738248963474604),99 ROUTE DE VIENNE,true,Lyon 8e Arrondissement,69388
tcl_sytral.tclarret.196,196,Bernard Vallot,24A:R,true,false,false,12537,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.893836397636807 45.73343627913065),33 RUE DES ESSARTS,false,Bron,69029
tcl_sytral.tclarret.239,239,Bournes,"2A:A,C18A:R",true,false,false,12563,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.820649808937346 45.77703531704033),34 RUE PHILIPPE DE LASSALLE,true,Lyon 4e Arrondissement,69384
tcl_sytral.tclarret.35996,35996,Combo,87A:A,false,false,false,15245,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.943468004484614 45.658817495403746),CHEMIN DU CHARBONNIER,false,Mions,69283
tcl_sytral.tclarret.36146,36146,Auvergne,67A:A,false,false,false,15269,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (5.017751028113518 45.761238082046184),43 RUE DE MARSEILLE,true,Meyzieu,69282
tcl_sytral.tclarret.36147,36147,Marseille - Perigord,67A:A,true,false,false,15270,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (5.020905988486882 45.76157607705786),48 RUE DE MARSEILLE,false,Meyzieu,69282
tcl_sytral.tclarret.36150,36150,Meyzieu Av de Crottay,"28A:R,29A:R",true,false,false,15271,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (5.024868884729566 45.76040005932669),1 AVENUE DU CROTTAY,false,Meyzieu,69282
tcl_sytral.tclarret.36247,36247,Givors Leclerc,"113:R,120:R,78C:R,80A:R,81A:R",true,false,false,15319,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.771045264738402 45.58863673204355),16 RUE VICTOR HUGO,false,Givors,69091
tcl_sytral.tclarret.240,240,Bournes,"2A:R,C18A:A",true,false,false,12564,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.82073651582359 45.77696138991151),34 RUE PHILIPPE DE LASSALLE,false,Lyon 4e Arrondissement,69384
tcl_sytral.tclarret.285,285,Bruyeres,16A:A,true,false,false,12578,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.941277381505704 45.762951314630534),14 RUE RASPAIL,false,Décines-Charpieu,69275
tcl_sytral.tclarret.460,460,Chateau Roy,40A:R,false,false,false,12669,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.853470586347206 45.828881057899785),22 QUAI JEAN BAPTISTE SIMON,true,Fontaines-sur-Saône,69088
tcl_sytral.tclarret.467,467,Chemin de Grange Blanche,54B:A,true,false,false,12675,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.901834345134705 45.66370104555582),16 CHEMIN DE GRANGE BLANCHE,false,Corbas,69273
tcl_sytral.tclarret.473,473,Chemin des Moulins,"17C:A,C7B:A",true,false,false,12676,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.811825601812575 45.69680735842055),67 RUE JULES GUESDE,true,Pierre-Bénite,69152
tcl_sytral.tclarret.484,484,Caluire Chemin Petit,"70A:R,S5A:A",true,false,false,12683,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.860388830869238 45.804008251214476),9 CHEMIN JEAN PETIT,true,Caluire-et-Cuire,69034
tcl_sytral.tclarret.493,493,Chorel,"37A:R,C17A:R",false,false,false,12686,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.864973439026838 45.77468691992498),20 AVENUE SALVADOR ALLENDE,false,Villeurbanne,69266
tcl_sytral.tclarret.497,497,Cimetiere Communautaire,"26A:A,52D:R,93A:A,C17A:A",true,false,false,12687,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.917751334290218 45.72362935573221),1 BOULEVARD DE L UNIVERSITE,true,Bron,69029
tcl_sytral.tclarret.587,587,Condorcet,"37A:R,C17A:R,C26A:R",true,false,false,12743,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.866331120486944 45.779031962657854),64 BOULEVARD DU 11 NOVEMBRE 1918,true,Villeurbanne,69266
tcl_sytral.tclarret.36248,36248,Givors Carnot,"80A:A,80A:R,81A:A,81A:R,S3B:A,S3B:R",true,false,false,15320,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.771503799702499 45.58541165085459),65 RUE ROGER SALENGRO,false,Givors,69091
tcl_sytral.tclarret.36249,36249,Givors Salengro,"80A:A,80A:R,81A:A,81A:R,S3B:A,S3B:R",true,false,false,15321,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.771550700483036 45.58415051125431),39 RUE ROGER SALENGRO,false,Givors,69091
tcl_sytral.tclarret.36250,36250,Givors Hotel de Ville,"80A:A,80A:R,81A:A,81A:R,S3B:A,S3B:R",true,false,false,15322,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.772618187538523 45.58236968035237),6 RUE DU SUEL,false,Givors,69091
tcl_sytral.tclarret.46092,46092,Campus Lyon Ouest,C6C:R,true,false,false,16258,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.7660524174396395 45.783342283146865),17 AVENUE GUY DE COLLONGUE,false,Écully,69081
tcl_sytral.tclarret.46093,46093,Campus Lyon Ouest,"3A:A,3A:R,C6C:A,C6C:R",true,false,false,16259,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.76605216115747 45.7830452570238),17 AVENUE GUY DE COLLONGUE,false,Écully,69081
tcl_sytral.tclarret.29,29,Alai - La Raude,"73E:R,C21A:A,C21A:R,C24D:R,C24E:R",true,false,false,12468,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.775045246113877 45.753462182196365),142 RUE JOLIOT CURIE,false,Tassin-la-Demi-Lune,69244
tcl_sytral.tclarret.30,30,Alai - La Raude,"73E:A,C21A:A,C21A:R,C24D:A,C24E:A",true,false,false,12469,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.774525047139467 45.75332946623742),199 RUE JOLIOT CURIE,true,Tassin-la-Demi-Lune,69244
tcl_sytral.tclarret.33,33,Albigny Centre,43A:A,true,false,false,12470,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.834511378618755 45.86530011941403),3 AVENUE HENRI BARBUSSE,false,Albigny-sur-Saône,69003
tcl_sytral.tclarret.36265,36265,Gare de Grigny Le Sablon,"15F:A,80A:A,80A:R",true,false,false,15333,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.793885317601913 45.60794971363074),40 AVENUE JEAN MOULIN,false,Grigny,69096
tcl_sytral.tclarret.36266,36266,Gare de Grigny Le Sablon,"15F:R,80A:R",true,false,false,15334,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.794459375462384 45.60830767762304),49 AVENUE JEAN MOULIN,false,Grigny,69096
tcl_sytral.tclarret.36314,36314,La Jument Noire,"81A:A,81A:R,S3B:R",false,false,false,15348,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.757540830116536 45.5841664753338),45 RUE FLEURY NEUVESEL,false,Givors,69091
tcl_sytral.tclarret.36329,36329,Bertholon,S3B:R,false,false,false,15358,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.7731543879418 45.576923923812615),1206 ROUTE NEUVE,true,Givors,69091
tcl_sytral.tclarret.36461,36461,Le Boutras,120:R,false,false,false,17360,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.7717035162998 45.605158759001455),RUE DE BOUTRAS,false,Grigny,69096
tcl_sytral.tclarret.37036,37036,Sept Chemins,"28A:R,68B:A,ZI5B:A",true,false,false,15404,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.933052736851704 45.744013579352604),4 AVENUE JEAN MERMOZ,true,Chassieu,69271
tcl_sytral.tclarret.46317,46317,Genas Rd Point Epine(D),28A:A,false,false,false,18286,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.983468148184279 45.734763189853034),4 ROUTE DE LYON,true,Genas,69277
tcl_sytral.tclarret.46327,46327,Calmette - Muriers,"48B:R,ZI5B:A",false,false,false,16360,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.986392116124336 45.71725636947092),15 RUE CALMETTE,false,Genas,69277
tcl_sytral.tclarret.37054,37054,Rocade des Monts d'Or,"20A:A,23A:A,23A:R",true,false,false,15405,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.810549655194514 45.820103874550895),110 ROCADE DES MONTS D OR,false,Saint-Didier-au-Mont-d'Or,69194
tcl_sytral.tclarret.50083,50083,Bois des Chenes,"12C:R,C10A:A",false,false,false,18309,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.78186850748791 45.68186385101819),AVENUE CHARLES DE GAULLE,false,Saint-Genis-Laval,69204
tcl_sytral.tclarret.50084,50084,Brignais Tards Venus,"12C:A,C10A:R",false,false,false,18310,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.775216472926689 45.67959281415088),22 ROUTE DE LYON,true,Brignais,69027
tcl_sytral.tclarret.197,197,Berthaudiere,67A:R,true,false,false,12538,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.969655190500498 45.77552487712196),89 AVENUE EDOUARD HERRIOT,false,Décines-Charpieu,69275
tcl_sytral.tclarret.199,199,Berthier,"49A:A,6A:A,90B:A",true,false,false,12539,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.79871625700511 45.74511456759137),77 AVENUE MARECHAL FOCH,true,Sainte-Foy-lès-Lyon,69202
tcl_sytral.tclarret.200,200,Berthier,90B:R,true,false,false,12540,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.7990402812184705 45.7460724592373),66 AVENUE MARECHAL FOCH,true,Sainte-Foy-lès-Lyon,69202
tcl_sytral.tclarret.37055,37055,Les Gorges,23A:A,true,false,false,15406,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.801963590512632 45.82050687575653),54 ROCADE DES MONTS D OR,false,Saint-Didier-au-Mont-d'Or,69194
tcl_sytral.tclarret.286,286,Bruyeres,16A:R,true,false,false,12579,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.941545888576345 45.7629180809847),5 RUE RASPAIL,false,Décines-Charpieu,69275
tcl_sytral.tclarret.50085,50085,Sacuny SPA,"12C:A,C10A:R",false,false,false,18311,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.771353463232081 45.678023857827),5 ROUTE DE LYON,false,Brignais,69027
tcl_sytral.tclarret.50086,50086,Brignais Gare,"12C:R,C10A:A",false,false,false,18312,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.762776382440923 45.67467689486476),23 RUE DU GÉNÉRAL DE GAULLE,true,Brignais,69027
tcl_sytral.tclarret.50087,50087,Brignais Gare,"12C:A,C10A:R",false,false,false,18313,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.7634054027441515 45.67485787664162),21 RUE DU GÉNÉRAL DE GAULLE,false,Brignais,69027
tcl_sytral.tclarret.287,287,Buers - Pressense,C17A:A,true,false,false,12580,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.896786208186618 45.769110939811725),291 RUE FRANCIS DE PRESSENSE,true,Villeurbanne,69266
tcl_sytral.tclarret.41195,41195,Vaulx-en-Velin La Soie,"TGS:A,TGS:R",true,false,false,18296,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.922087186957945 45.76099494621263),7 ALLEE DU TEXTILE,false,Vaulx-en-Velin,69256
tcl_sytral.tclarret.316,316,Cailloux Centre,"77A:A,77A:R",false,false,false,17716,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.870796170305275 45.854730841403835),214 ROUTE DU GRAND GUILLERMET,false,Cailloux-sur-Fontaines,69033
tcl_sytral.tclarret.317,317,Cailloux Chateau,"77A:A,77A:R",false,false,false,12590,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.869761193497651 45.84848918141569),412 ROUTE DE NOAILLEUX,false,Cailloux-sur-Fontaines,69033
tcl_sytral.tclarret.392,392,Champoulin,72D:R,true,false,false,12636,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.71724099360079 45.758705707987986),74 AVENUE MARCEL MERIEUX,true,Saint-Genis-les-Ollières,69205
tcl_sytral.tclarret.459,459,Chateau Roy,40A:A,false,false,false,12668,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.853029345538832 45.82936800786639),22 QUAI JEAN BAPTISTE SIMON,false,Fontaines-sur-Saône,69088
tcl_sytral.tclarret.491,491,Valpre,"19A:A,19A:R",true,false,false,12685,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.787136652615496 45.77840170006091),25 CHEMIN DE LA SAUVEGARDE,true,Écully,69081
tcl_sytral.tclarret.1479,1479,La Vuldy,72D:A,true,false,false,13162,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.719935316476143 45.75818310968592),54 AVENUE MARCEL MERIEUX,false,Saint-Genis-les-Ollières,69205
tcl_sytral.tclarret.1608,1608,Les Anemones,29A:A,false,false,false,13238,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (5.005269110175176 45.72758385359621),14 RUE HENRI REAUX,true,Genas,69277
tcl_sytral.tclarret.1804,1804,Longefer,"24A:A,34A:R",true,false,false,13374,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.880151152518682 45.73933801909375),24 RUE SEIGNEMARTIN,false,Lyon 8e Arrondissement,69388
tcl_sytral.tclarret.1809,1809,Lorette,C10A:A,true,false,false,13376,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.798123111823041 45.70713435001098),281 AVENUE GEORGES CLEMENCEAU,true,Saint-Genis-Laval,69204
tcl_sytral.tclarret.37056,37056,Paul Chevrel,23A:A,true,false,false,15407,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.8001776937764795 45.819850881832636),39 ROCADE DES MONTS D OR,true,Saint-Didier-au-Mont-d'Or,69194
tcl_sytral.tclarret.37164,37164,Les Alpes,ZI3A:R,false,false,false,15423,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.936939663931253 45.7805598776337),6 RUE DES ALPES,false,Vaulx-en-Velin,69256
tcl_sytral.tclarret.37166,37166,Vaulx Thibaude,ZI3A:A,false,false,false,17887,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.9311969521757195 45.77882035849261),5 RUE LEONARD DE VINCI,false,Vaulx-en-Velin,69256
tcl_sytral.tclarret.20,20,Acacias,"19A:A,19A:R",false,false,false,12465,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.789133119108562 45.78053924766797),66 CHEMIN DE LA SAUVEGARDE,false,Écully,69081
tcl_sytral.tclarret.21,21,Acacias,19A:R,true,false,false,17412,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.788586713875907 45.78005324166596),35 CHEMIN DE LA SAUVEGARDE,false,Écully,69081
tcl_sytral.tclarret.73,73,Aqueducs de Beaunant,"11B:R,12C:R,14B:R",false,false,false,12484,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.779963362674723 45.72432463913666),133BIS AVENUE DE L AQUEDUC DE BEAUNANT,false,Sainte-Foy-lès-Lyon,69202
tcl_sytral.tclarret.96,96,Avignon,93A:R,true,false,false,12498,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.857100159373121 45.69186367773395),25 RUE D AVIGNON,true,Saint-Fons,69199
tcl_sytral.tclarret.97,97,Avignon,93A:A,true,false,false,12499,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.857752539670995 45.69152496722354),40 RUE DES DEUX FERMES,false,Saint-Fons,69199
tcl_sytral.tclarret.98,98,Ayasse - Yves Farge,"34A:A,C7B:A",true,false,false,12500,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.827341942461013 45.73547626852305),119 BOULEVARD YVES FARGE,false,Lyon 7e Arrondissement,69387
tcl_sytral.tclarret.99,99,Ayasse - Yves Farge,"34A:R,C7B:R",true,false,false,12501,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.827946171879359 45.735992301506734),130 BOULEVARD YVES FARGE,true,Lyon 7e Arrondissement,69387
tcl_sytral.tclarret.101,101,Genas - Jean Mermoz,"28A:R,48B:A",false,false,false,12502,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (5.022487034696983 45.74196313084148),21 RUE LAMARTINE,true,Genas,69277
tcl_sytral.tclarret.37172,37172,Z.I. Bruyeres,ZI3A:A,false,false,false,15429,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.941655062698083 45.75979200651035),36 AVENUE DES BRUYERES,false,Décines-Charpieu,69275
tcl_sytral.tclarret.37199,37199,Le Capot,26A:R,true,false,false,15439,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.985776052033983 45.70696742113483),4 RUE DE SAVOIE,false,Saint-Priest,69290
tcl_sytral.tclarret.37214,37214,Vaulx-en-Velin La Soie,"68B:A,68B:R",true,false,false,15440,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.921170264033963 45.761192575502655),AVENUE DES CANUTS,false,Vaulx-en-Velin,69256
tcl_sytral.tclarret.43215,43215,Parilly Univ. Hippodrome,93A:R,false,false,false,15905,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.914368294405391 45.7222467433177),7 AVENUE PIERRE MENDES FRANCE,true,Bron,69029
tcl_sytral.tclarret.43218,43218,Grand Vire,"52D:A,C8A:R",false,false,false,17505,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.916060160987979 45.777818780580404),102 AVENUE GABRIEL PERI,false,Vaulx-en-Velin,69256
tcl_sytral.tclarret.43675,43675,Techlid Le Tronchon,"GE4A:A,GE4A:R",false,false,false,15979,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.771622590967739 45.80541810399605),RUE SANS SOUCI,false,Limonest,69116
tcl_sytral.tclarret.106,106,Bachut - Mairie du 8ème,"C25B:A,PL2A:A",true,false,false,12503,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.868618347820176 45.73708728149231),7 PLACE DU 11 NOVEMBRE 1918,true,Lyon 8e Arrondissement,69388
tcl_sytral.tclarret.108,108,Badel,"122:A,72D:A",true,false,false,12504,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.70276980736185 45.770906640871466),151 RUE MARCEL MERIEUX,true,Sainte-Consorce,69190
tcl_sytral.tclarret.109,109,Badel,"122:R,72D:R",true,false,false,12505,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.702441905232091 45.77079465054989),151 RUE MARCEL MERIEUX,false,Sainte-Consorce,69190
tcl_sytral.tclarret.110,110,Balmont Bas,S11A:R,false,false,false,12506,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.800561015006976 45.78338916056601),103 AVENUE DU 25E REGIMENT DES TIRAILLEURS SENEGALAIS,false,Lyon 9e Arrondissement,69389
tcl_sytral.tclarret.111,111,Balmont Bas,S11A:A,true,false,false,12507,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.800951782475802 45.783554037825986),103 AVENUE DU 25E REGIMENT DES TIRAILLEURS SENEGALAIS,true,Lyon 9e Arrondissement,69389
tcl_sytral.tclarret.288,288,Buers - Pressense,C17A:R,true,false,false,12581,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.8964272412966965 45.77012286948362),180 RUE DU 8 MAI 1945,true,Villeurbanne,69266
tcl_sytral.tclarret.290,290,Buers - Salengro,"37A:R,C17A:R",true,false,false,12582,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.88964100523927 45.78262609520567),219 AVENUE ROGER SALENGRO,false,Villeurbanne,69266
tcl_sytral.tclarret.291,291,Bugeaud,38B:A,true,false,false,12583,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.852840704521174 45.7670383485688),80 RUE DE LA TETE D OR,true,Lyon 6e Arrondissement,69386
tcl_sytral.tclarret.306,306,College Louis Aragon,54B:A,true,false,false,12585,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.890093510907608 45.693042601453215),10 ROUTE DE CORBAS,false,Vénissieux,69259
tcl_sytral.tclarret.311,311,Charles Perrault,69A:A,true,false,false,12588,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.890039417247068 45.77125729753084),3 RUE FLACHET,false,Villeurbanne,69266
tcl_sytral.tclarret.314,314,Cailloux Bellevue,"77A:A,77A:R",false,false,false,17715,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.867508495125014 45.853832735215775),205 ROUTE DES TATIERES,true,Cailloux-sur-Fontaines,69033
tcl_sytral.tclarret.43736,43736,Rillieux - Les Alagniers,"C2A:A,GE1A:A,S8A:A",true,false,false,15985,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.894297940220527 45.81412054615527),28 AVENUE DE L EUROPE,false,Rillieux-la-Pape,69286
tcl_sytral.tclarret.43737,43737,Rillieux - Les Alagniers,"C2A:R,GE1A:R,S8A:R",true,false,false,15986,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.894190216095194 45.814054587047764),28 AVENUE DE L EUROPE,true,Rillieux-la-Pape,69286
tcl_sytral.tclarret.43884,43884,Neuville Ancienne Gare,S14A:A,false,false,false,16008,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.8414661178084035 45.87823337123628),4 AVENUE MARIE THERESE PROST,false,Neuville-sur-Saône,69143
tcl_sytral.tclarret.43885,43885,Neuville Racine,S14A:A,false,false,false,16009,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.842585760588241 45.87142142888349),16 RUE RACINE,false,Neuville-sur-Saône,69143
tcl_sytral.tclarret.43886,43886,Neuville Hopital,S14A:A,false,false,false,18278,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.847236902262437 45.86800440335538),44 CHEMIN DE PARENTY,true,Neuville-sur-Saône,69143
tcl_sytral.tclarret.43889,43889,Rue J.Moulin,S14A:A,false,false,false,16011,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.840235670262301 45.88182429928637),20 RUE JEAN MOULIN,true,Neuville-sur-Saône,69143
tcl_sytral.tclarret.43914,43914,Sogaris - Promotrans,"C25B:A,C25B:R",true,false,false,16013,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.934599067053591 45.67601648678103),AVENUE BERNARD VOS,false,Mions,69283
tcl_sytral.tclarret.43915,43915,St Fons Mairie,"93A:A,93A:R,C12A:A",true,false,false,16014,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.8552364752423465 45.708125720950015),8 AVENUE GABRIEL PERI,false,Saint-Fons,69199
tcl_sytral.tclarret.122,122,Bas des Chassagnes,"120:A,63A:A,6A:A,C10A:A,C7B:A",true,false,false,12511,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.811012423912345 45.720885602244756),1 RUE GRANDE RUE,true,Oullins,69149
tcl_sytral.tclarret.202,202,Bifurcation du Rosay,"20A:A,23A:A,2A:A,71A:A,N20:A",false,false,false,12541,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.808665077339342 45.79141901040081),113 RUE DE SAINT CYR,true,Lyon 9e Arrondissement,69389
