FID,id,nom,desserte,pmr,ascenseur,escalator,gid,last_update,last_update_fme,the_geom,adresse,localise_face_a_adresse,commune,insee
tcl_sytral.tclarret.2733,2733,Soeur Vially,"C13B:R,S5A:R",true,false,false,13766,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.842087257005621 45.78734253167474),56 RUE DE MARGNOLLES,true,Caluire-et-Cuire,69034
tcl_sytral.tclarret.2734,2734,Solaize Mairie,"39A:A,39A:R",true,false,false,13767,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.841477299881191 45.63943462498391),99 PLACE DE L EGLISE,true,Solaize,69296
tcl_sytral.tclarret.2740,2740,Sous le Fort,60A:R,false,false,false,13768,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.86094727634361 45.67043519658407),10 CHEMIN SOUS LE FORT,false,Feyzin,69276
tcl_sytral.tclarret.2742,2742,Décines Centre,"323A:A,67A:A,79A:A",true,false,false,13769,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.956682131109157 45.770474912366595),214 AVENUE JEAN JAURES,false,Décines-Charpieu,69275
tcl_sytral.tclarret.48037,48037,Herbepin,26A:A,false,false,false,17121,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.966677240696983 45.713952409376674),191 ROUTE DE GRENOBLE,false,Saint-Priest,69290
tcl_sytral.tclarret.48043,48043,Simone de Beauvoir,C7B:A,false,false,false,17122,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.83471136324815 45.73805537781619),59 RUE DES GIRONDINS,false,Lyon 7e Arrondissement,69387
tcl_sytral.tclarret.48044,48044,Simone de Beauvoir,C7B:R,false,false,false,17123,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.834352379475296 45.73810738375977),66 RUE DES GIRONDINS,false,Lyon 7e Arrondissement,69387
tcl_sytral.tclarret.2743,2743,Décines Centre,"323A:R,67A:R,79A:R",true,false,false,13770,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.956840212179615 45.770563940843715),216 AVENUE JEAN JAURES,true,Décines-Charpieu,69275
tcl_sytral.tclarret.2744,2744,Square des Monts d'Or,"84A:A,R2A:A",false,false,false,13771,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.827119648026906 45.874195281854846),358 ROUTE DES MONTS D OR,true,Albigny-sur-Saône,69003
tcl_sytral.tclarret.12078,12078,Les Malandieres,"43A:A,43A:R",true,false,false,14608,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.812436283328498 45.89264791101903),890 RUE JACQUARD,false,Genay,69278
tcl_sytral.tclarret.46593,46593,Parc Tete d'Or Churchill,C4A:A,false,false,false,16494,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.843852149115627 45.7764510000175),ALLEE ACHILLE LIGNON,false,Lyon 6e Arrondissement,69386
tcl_sytral.tclarret.46600,46600,Antoine Roybet,"29A:A,48B:R",false,false,false,16495,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (5.01192492919233 45.73596323271924),11 RUE ANTOINE ROYBET,false,Genas,69277
tcl_sytral.tclarret.46601,46601,Antoine Roybet,"29A:R,48B:A",false,false,false,16496,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (5.012203966353938 45.736208182013804),5 RUE ANTOINE ROYBET,false,Genas,69277
tcl_sytral.tclarret.1190,1190,Hôtel de Ville L. Pradel,"C13B:A,C14A:A,C3A:R,PL2A:A",false,false,false,13001,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.8360893887651635 45.76719647667929),1 RUE DE LA REPUBLIQUE,false,Lyon 1er Arrondissement,69381
tcl_sytral.tclarret.45769,45769,De Tassigny - Curial,"79A:A,C15A:A",true,false,false,16144,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.917731599518799 45.73696776217465),1 AVENUE FRANCOIS MITTERRAND,false,Bron,69029
tcl_sytral.tclarret.48060,48060,Dardilly le Bas,3A:A,false,false,false,17136,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.753187764949566 45.80706914368453),64B ROUTE D ECULLY,true,Dardilly,69072
tcl_sytral.tclarret.2146,2146,Novy Jicin,"35A:A,35A:R,87A:R,ZI1A:R",true,false,false,13536,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.896921473525944 45.69644057095642),81 BOULEVARD DU DOCTEUR COBLOD,false,Vénissieux,69259
tcl_sytral.tclarret.2147,2147,Oasis,63A:A,true,false,false,13537,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.801166564613111 45.71500162025121),6 RUE FRANCISQUE JOMARD,false,Oullins,69149
tcl_sytral.tclarret.2148,2148,Oasis,63A:R,true,false,false,13538,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.801069023034577 45.71497252966506),20 RUE FRANCISQUE JOMARD,true,Oullins,69149
tcl_sytral.tclarret.2149,2149,Observance,90B:A,true,false,false,13539,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.809575235387069 45.76815217553009),70 MONTEE DE L OBSERVANCE,false,Lyon 9e Arrondissement,69389
tcl_sytral.tclarret.2150,2150,Observance,90B:R,true,false,false,13540,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.809671165614978 45.76865817443621),59 MONTEE DE L OBSERVANCE,false,Lyon 9e Arrondissement,69389
tcl_sytral.tclarret.2776,2776,St Didier Ecoles,"20A:R,22A:R,23A:R,84A:R",true,false,false,13782,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.798083780525833 45.81203338539857),30 AVENUE DE LA REPUBLIQUE,false,Saint-Didier-au-Mont-d'Or,69194
tcl_sytral.tclarret.2777,2777,St Didier Eglise,"22A:A,23A:A,84A:A",true,false,false,13783,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.798400221593904 45.809614154121775),59 AVENUE DE LA REPUBLIQUE,false,Saint-Didier-au-Mont-d'Or,69194
tcl_sytral.tclarret.45773,45773,De Tassigny - Curial,24A:A,true,false,false,16145,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.9161383123131905 45.73664820802567),54 AVENUE CAMILLE ROUSSET,false,Bron,69029
tcl_sytral.tclarret.47416,47416,1 Avenue Schneider,ZI2A:R,false,false,false,16822,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (5.033519896353873 45.77994201891211),1229 AVENUE HENRI SCHNEIDER,true,Meyzieu,69282
tcl_sytral.tclarret.47417,47417,Vaucanson,ZI3A:A,false,false,false,16823,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.943186215406731 45.75442106448041),101 AVENUE DES BRUYERES,false,Décines-Charpieu,69275
tcl_sytral.tclarret.48045,48045,Girondins - Yves Farge,C7B:A,false,false,false,17124,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.831105308472271 45.73883938852116),42 RUE DES GIRONDINS,true,Lyon 7e Arrondissement,69387
tcl_sytral.tclarret.48046,48046,Girondins - Yves Farge,C7B:R,false,false,false,17125,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.830818372115915 45.73885035659576),38 RUE DES GIRONDINS,false,Lyon 7e Arrondissement,69387
tcl_sytral.tclarret.48047,48047,Rue des Vergers,"10D:A,10D:R,21A:A,GE4A:A,GE4A:R",false,false,false,17126,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.772303764164372 45.80581810586066),624 RUE SANS SOUCI,false,Limonest,69116
tcl_sytral.tclarret.48048,48048,Gratte-Ciel Rollet,"69A:R,C26A:A",false,false,false,17127,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.884329280537497 45.76811096255652),8 RUE DOCTEUR ROLLET,false,Villeurbanne,69266
tcl_sytral.tclarret.48049,48049,Rollet - 4 aout,"69A:R,C26A:A",false,false,false,17128,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.8844631995197485 45.765182035867085),68 RUE DOCTEUR ROLLET,false,Villeurbanne,69266
tcl_sytral.tclarret.48056,48056,Verlaine - Racine,69A:R,false,false,false,17135,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.878178293897172 45.76291600060851),90 RUE RACINE,false,Villeurbanne,69266
tcl_sytral.tclarret.2786,2786,St Fons Parmentier,"60A:A,93A:A,C12A:A",true,false,false,13789,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.861075536151977 45.70551958028582),40 RUE PARMENTIER,false,Saint-Fons,69199
tcl_sytral.tclarret.2801,2801,St-Genis Collonges,"88C:A,S9B:A",true,false,false,13797,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.805851626684262 45.69256570785955),80 RUE DES COLLONGES,false,Saint-Genis-Laval,69204
tcl_sytral.tclarret.45719,45719,PERICA - Mercieres,C2A:A,true,false,false,16138,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.88244186097569 45.81386959582598),735 AVENUE DE L HIPPODROME,false,Rillieux-la-Pape,69286
tcl_sytral.tclarret.45720,45720,PERICA - Mercieres,C2A:R,true,false,false,16139,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.882247875566535 45.81380855041194),735 AVENUE DE L HIPPODROME,true,Rillieux-la-Pape,69286
tcl_sytral.tclarret.45764,45764,Lycee J.P. Sartre,"79A:R,C15A:R",true,false,false,16140,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.922096336290691 45.738068177202145),56 AVENUE FRANCOIS MITTERRAND,false,Bron,69029
tcl_sytral.tclarret.45766,45766,Lycee J.P. Sartre,"52D:R,C15A:A,C15A:R",true,false,false,16141,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.922060341465286 45.73881243646334),131 AVENUE PIERRE BROSSOLETTE,false,Bron,69029
tcl_sytral.tclarret.45767,45767,De Tassigny - Curial,C15A:R,true,false,false,16142,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.91678835485946 45.736324246000656),68 AVENUE MARECHAL DE LATTRE DE TASSIGNY,true,Bron,69029
tcl_sytral.tclarret.45768,45768,De Tassigny - Curial,79A:R,true,false,false,16143,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.917126389216664 45.736945673918505),1 PLACE BAPTISTE CURIAL,false,Bron,69029
tcl_sytral.tclarret.48059,48059,Lycees Aragon-Picasso,"81A:A,81A:R",false,false,false,17211,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.759988197348139 45.60390293952779),61 RUE DU DOCTEUR ROUX,false,Givors,69091
tcl_sytral.tclarret.2896,2896,Stade de Parilly,C25B:A,true,false,false,13829,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.891915326529438 45.71722455609208),384 AVENUE CHARLES DE GAULLE,false,Vénissieux,69259
tcl_sytral.tclarret.2897,2897,Stade de Parilly,C25B:R,true,false,false,13830,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.891879738343539 45.71728837588133),384 AVENUE CHARLES DE GAULLE,true,Vénissieux,69259
tcl_sytral.tclarret.48064,48064,Bois des Chenes,"12C:R,C10A:A",false,false,false,18120,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.783518455442233 45.68099877072965),AVENUE CHARLES DE GAULLE,false,Saint-Genis-Laval,69204
tcl_sytral.tclarret.48065,48065,Bois des Chenes,"12C:A,C10A:R",false,false,false,18121,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.782122566995637 45.68149782083459),AVENUE CHARLES DE GAULLE,false,Saint-Genis-Laval,69204
tcl_sytral.tclarret.530,530,Hopital St Jean de Dieu,C12A:R,true,false,false,12708,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.854133781314697 45.723911538187686),313 ROUTE DE VIENNE,false,Vénissieux,69259
tcl_sytral.tclarret.695,695,Decines Bascule,67A:A,true,false,false,12791,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.9609151314824125 45.77131791375229),2 AVENUE EDOUARD HERRIOT,false,Décines-Charpieu,69275
tcl_sytral.tclarret.2186,2186,Parc Tete d'Or Churchill,38B:A,true,false,false,13551,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.845285605736065 45.77622662987335),2 BOULEVARD DES BELGES,true,Lyon 6e Arrondissement,69386
tcl_sytral.tclarret.2189,2189,Parc Tete d'Or Duquesne,"27A:R,C6C:A",true,false,false,13553,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.850680615720432 45.77324358166606),64 RUE DUQUESNE,true,Lyon 6e Arrondissement,69386
tcl_sytral.tclarret.2191,2191,Paris,21A:R,true,false,false,13555,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.773436545726075 45.82471298845771),1242 ROUTE DU PUY D OR,true,Limonest,69116
tcl_sytral.tclarret.2195,2195,Les Saules,"89D:A,89E:A,GE4A:R",true,false,false,13556,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.7584385963985865 45.817251129673586),2 CHEMIN DES PEUPLIERS,false,Dardilly,69072
tcl_sytral.tclarret.2802,2802,St Genis Les Ollieres,72D:A,true,false,false,13798,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.722212350198092 45.7582067505765),37 AVENUE MARCEL MERIEUX,true,Saint-Genis-les-Ollières,69205
tcl_sytral.tclarret.2812,2812,St Germain Gare,"96A:A,96A:R",true,false,false,13803,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.804276330400103 45.88805651309415),4 RUE HENRI VINCENOT,false,Saint-Germain-au-Mont-d'Or,69207
tcl_sytral.tclarret.2883,2883,St-Priest Plaine Saythe,"30B:A,76A:A,C25B:R,ZI8A:R",true,false,false,13823,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.947089180307364 45.687006542358354),1 RUE DE L EGALITE,true,Saint-Priest,69290
tcl_sytral.tclarret.2886,2886,St-Rambert - l'Ile Barbe,"31A:R,43A:R",true,false,false,13824,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.8291488800984474 45.797387692544035),3 QUAI PAUL SEDALLIAN,false,Lyon 9e Arrondissement,69389
tcl_sytral.tclarret.2890,2890,St Romain,43A:A,true,false,false,13825,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.831113304442883 45.84050664081314),QUAI JEAN MOULIN,true,Couzon-au-Mont-d'Or,69068
tcl_sytral.tclarret.2891,2891,St Romain,43A:R,true,false,false,13826,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.8309953868254505 45.84016162856758),QUAI JEAN MOULIN,false,Couzon-au-Mont-d'Or,69068
tcl_sytral.tclarret.48066,48066,Brignais Tards Venus,"12C:R,C10A:A",false,false,false,18122,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.77483351139686 45.67946982110685),22 ROUTE DE LYON,false,Brignais,69027
tcl_sytral.tclarret.48067,48067,Brignais Tards Venus,"12C:A,C10A:R",false,false,false,18123,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.7745514293380715 45.67931087941313),22 ROUTE DE LYON,true,Brignais,69027
tcl_sytral.tclarret.48068,48068,Brignais De Gaulle,"12C:R,C10A:A",false,false,false,18124,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.766175473852041 45.676020908139186),2 RUE DU GENERAL DE GAULLE,false,Brignais,69027
tcl_sytral.tclarret.48069,48069,Brignais De Gaulle,"12C:A,C10A:R",false,false,false,18125,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.766745393340106 45.67618587111435),2 RUE DU GENERAL DE GAULLE,true,Brignais,69027
tcl_sytral.tclarret.48070,48070,Brignais Mairie,C10A:A,false,false,false,18126,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.759420425496205 45.674817891684924),49 RUE DU GENERAL DE GAULLE,true,Brignais,69027
tcl_sytral.tclarret.48071,48071,Brignais Mairie,C10A:R,false,false,false,18127,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.759338364550563 45.674802923828516),49 RUE DU GENERAL DE GAULLE,false,Brignais,69027
tcl_sytral.tclarret.48072,48072,Brignais Centre,C10A:A,false,false,false,18128,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.753560412797403 45.67329194063725),120 RUE DU GENERAL DE GAULLE,false,Brignais,69027
tcl_sytral.tclarret.48073,48073,Brignais Centre,C10A:R,false,false,false,18129,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.754094323629795 45.6740598987687),86 RUE DU GENERAL DE GAULLE,true,Brignais,69027
tcl_sytral.tclarret.48074,48074,Brignais Rte de Soucieu,C10A:A,false,false,false,18130,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.7531003511245515 45.67024094805225),184 RUE DU GENERAL DE GAULLE,false,Brignais,69027
tcl_sytral.tclarret.48075,48075,Brignais Rte de Soucieu,C10A:R,false,false,false,18131,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.753092374135648 45.66994490281316),205 RUE DU GENERAL DE GAULLE,false,Brignais,69027
tcl_sytral.tclarret.48076,48076,Brignais Andre Lassagne,C10A:A,false,false,false,18132,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.753597367635976 45.666685975344684),2 BOULEVARD ANDRE LASSAGNE,false,Brignais,69027
tcl_sytral.tclarret.48097,48097,St-Genis-Laval Hôp. Sud,"17C:R,328A:A,328A:R,88C:A,88C:R",false,false,false,17251,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.804829554499012 45.70122471495133),165 CHEMIN DU GRAND REVOYET,false,Saint-Genis-Laval,69204
tcl_sytral.tclarret.2893,2893,St-Vincent,"19A:R,31A:R,40A:R,C14A:R",true,false,false,13827,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.828020075273028 45.767933891335915),49 QUAI SAINT VINCENT,true,Lyon 1er Arrondissement,69381
tcl_sytral.tclarret.2898,2898,Stade des Peupliers,"7A:A,7A:R",true,false,false,13831,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.899339245159664 45.778444855914174),1 RUE PETITE DU ROULET,false,Villeurbanne,69266
tcl_sytral.tclarret.10259,10259,Prairie,7A:A,true,false,false,14151,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.902580189099329 45.77476983936299),87 RUE DES JARDINS,false,Villeurbanne,69266
tcl_sytral.tclarret.674,674,Dardilly le Bas,3A:R,true,false,false,12784,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.753361234760549 45.80691050624531),64C ROUTE D ECULLY,false,Dardilly,69072
tcl_sytral.tclarret.696,696,Decines Bascule,67A:R,true,false,false,12792,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.961051918603655 45.771456493148094),5 AVENUE EDOUARD HERRIOT,false,Décines-Charpieu,69275
tcl_sytral.tclarret.908,908,Feuillat - Albert Thomas,C16A:A,true,false,false,12878,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.87509176571226 45.74419625047437),132 COURS ALBERT THOMAS,false,Lyon 8e Arrondissement,69388
tcl_sytral.tclarret.910,910,Feuillat Freres Lumiere,C16A:R,true,false,false,12879,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.874471952263252 45.74330113780475),186 AVENUE DES FRERES LUMIERE,false,Lyon 8e Arrondissement,69388
tcl_sytral.tclarret.914,914,Feyzin Chateau de l'Isle,60A:R,false,false,false,12883,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.850346776156128 45.67222162654716),27 RUE DU 11 NOVEMBRE 1918,false,Feyzin,69276
tcl_sytral.tclarret.2234,2234,Passerelle Pal. Justice,"31A:R,40A:R,PL2A:A,PL3A:A,S1A:R",true,false,false,13566,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.831221515570159 45.76110293569795),3 QUAI DES CELESTINS,true,Lyon 2e Arrondissement,69382
tcl_sytral.tclarret.2917,2917,Ste Eugenie,"119:R,120:R,145:A,C10A:R",true,false,false,13838,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.797418551912573 45.705115681267586),34 AVENUE GEORGES CLEMENCEAU,true,Saint-Genis-Laval,69204
tcl_sytral.tclarret.46003,46003,Chambaud de la Bruyere,60A:R,false,false,false,17301,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.83767736331341 45.72715994858565),RUE DE GERLAND,false,Lyon 7e Arrondissement,69387
tcl_sytral.tclarret.46004,46004,Chambaud de la Bruyere,60A:A,false,false,false,17302,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.837558718231561 45.72681154886293),RUE DE GERLAND,false,Lyon 7e Arrondissement,69387
tcl_sytral.tclarret.46008,46008,La Chicotiere,61B:R,false,false,false,16215,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.733463194178164 45.845356987943056),399 ROUTE NATIONALE 6,true,Lissieu,69117
tcl_sytral.tclarret.46009,46009,Lissieu - Montluzin,"115A:R,61B:A,61B:R",true,false,false,16216,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.748090299160044 45.87130864562896),ROUTE DE CHASSELAY,false,Lissieu,69117
tcl_sytral.tclarret.48098,48098,St-Genis-Laval Hôp. Sud,12C:R,false,false,false,17252,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.805430617906485 45.70028771388865),165 CHEMIN DU GRAND REVOYET,false,Saint-Genis-Laval,69204
tcl_sytral.tclarret.48101,48101,Z.A. Chapotin,54B:A,false,false,false,17196,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.9266730824497325 45.64923449272316),85 AVENUE DE CHAPONNAY,true,Chaponnay,69270
tcl_sytral.tclarret.48102,48102,Z.A. Chapotin,54B:R,false,false,false,17197,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.926655132217526 45.649431499132184),85 AVENUE DE CHAPONNAY,false,Chaponnay,69270
tcl_sytral.tclarret.2918,2918,Ste Foy Centre,"6A:A,C19A:A",true,false,false,13839,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.803556954497235 45.73408101500495),48 BOULEVARD BARON DU MARAIS,false,Sainte-Foy-lès-Lyon,69202
tcl_sytral.tclarret.2919,2919,Ste Foy Centre,"6A:R,C19A:R",true,false,false,13840,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.80362075596556 45.734070611372196),41 BOULEVARD BARON DU MARAIS,false,Sainte-Foy-lès-Lyon,69202
tcl_sytral.tclarret.2956,2956,Tassin Les Bruyeres,72D:R,true,false,false,13862,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.751133516856645 45.75794846140637),41 CHEMIN FINAT DUCLOS,false,Tassin-la-Demi-Lune,69244
tcl_sytral.tclarret.45912,45912,Quatre Chemins,"122:A,C24D:A,C24E:A",true,false,false,17322,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.690652958545775 45.741666932704554),52 AVENUE BENOIT LAUNAY,true,Grézieu-la-Varenne,69094
tcl_sytral.tclarret.45913,45913,Gymnase E. Catalon,"C24D:A,C24D:R,C24E:A,C24E:R",true,false,false,16207,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.697628995162585 45.74809980330036),1C ROUTE DU COL DE LA LUERE,false,Grézieu-la-Varenne,69094
tcl_sytral.tclarret.45963,45963,Voyageurs,"147:A,C24D:A,C24E:A",true,false,false,16208,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.698959969583411 45.74394183703026),9999 ROUTE DE BORDEAUX,false,Grézieu-la-Varenne,69094
tcl_sytral.tclarret.45964,45964,Martoret,"147:A,C24D:A,C24E:A",true,false,false,16209,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.695530992086483 45.74232390022042),9999 ROUTE DE BORDEAUX,false,Grézieu-la-Varenne,69094
tcl_sytral.tclarret.45969,45969,Martoret,"147:R,C24D:R,C24E:R",true,false,false,16210,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.695515008904771 45.742265911832895),9999 ROUTE DE BORDEAUX,false,Grézieu-la-Varenne,69094
tcl_sytral.tclarret.45970,45970,Voyageurs,"147:R,C24D:R,C24E:R",true,false,false,16211,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.700636002278237 45.74465585384908),9999 ROUTE DE BORDEAUX,false,Grézieu-la-Varenne,69094
tcl_sytral.tclarret.45980,45980,Bourdarias,C25B:A,true,false,false,16212,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.883053270029401 45.72426704101544),202 AVENUE PAUL SANTY,false,Lyon 8e Arrondissement,69388
tcl_sytral.tclarret.46000,46000,Dumas - Salengro,"68B:A,ZI5B:A",false,false,false,16213,2024-09-23T03:02:12,2024-09-23T06:00:18,POINT (4.9279252851204784 45.753137072446535),128 AVENUE ROGER SALENGRO,false,Vaulx-en-Velin,69256
tcl_sytral.tclarret.1760,1760,Les Sapins,78C:A,false,false,false,13347,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.783308439232655 45.673231844038504),215 ROUTE DE VOURLES,true,Saint-Genis-Laval,69204
tcl_sytral.tclarret.1761,1761,Les Sources,"C14A:R,S15A:R",true,false,false,13348,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.7825464292836415 45.7926243726891),54 AVENUE DES SOURCES,true,Écully,69081
tcl_sytral.tclarret.1763,1763,Les Sources - La Romaine,"C14A:A,S15A:A",true,false,false,13349,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.78397768117363 45.790378944043404),30 AVENUE DES SOURCES,false,Écully,69081
tcl_sytral.tclarret.1764,1764,Les Sources - La Romaine,"C14A:R,S15A:R",true,false,false,13350,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.78412677452797 45.7899706489866),30 AVENUE DES SOURCES,true,Écully,69081
tcl_sytral.tclarret.1765,1765,Corbas Les Taillis,54B:R,false,false,false,13351,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.908086323958566 45.66969357266386),99 CHEMIN DE GRANGE BLANCHE,false,Corbas,69273
tcl_sytral.tclarret.1766,1766,Corbas Les Taillis,54B:A,false,false,false,13352,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.908225146997205 45.669702539596614),99 CHEMIN DE GRANGE BLANCHE,true,Corbas,69273
tcl_sytral.tclarret.2237,2237,Paul Bert - Baraban,C16A:R,true,false,false,13569,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.867356358650935 45.7568647005861),125 RUE BARABAN,false,Lyon 3e Arrondissement,69383
tcl_sytral.tclarret.2238,2238,Paul Bert - Turbil,C16A:A,true,false,false,13570,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.86843210267924 45.75676843372642),18 RUE TURBIL,false,Lyon 3e Arrondissement,69383
tcl_sytral.tclarret.2241,2241,Paul Chevalier,33A:R,true,false,false,13571,2024-09-23T03:02:12,2024-09-23T06:00:17,POINT (4.8948826854901055 45.82367939195668),323 RUE CAPITAINE JULIEN,true,Rillieux-la-Pape,69286
tcl_sytral.tclarret.46011,46011,Place Ambroise Courtois,C16A:A,true,false,false,16218,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.870814407496776 45.74399920117737),132 AVENUE DES FRERES LUMIERE,true,Lyon 8e Arrondissement,69388
tcl_sytral.tclarret.46014,46014,Technoparc,"10D:R,89D:R,89E:R",true,false,false,16220,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.769024880257253 45.80008817451703),15 ROUTE DU PEROLLIER,false,Dardilly,69072
tcl_sytral.tclarret.46015,46015,Limonest Cimetiere,21A:A,false,false,false,16221,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.768547108303379 45.84296497230325),114 ROUTE DU BOIS D ARS,false,Limonest,69116
tcl_sytral.tclarret.47418,47418,Carre de Soie,C8A:R,true,false,false,16824,2024-09-23T03:02:12,2024-09-23T06:00:19,POINT (4.919195251669375 45.76408194576749),44 RUE DE LA POUDRETTE,false,Vaulx-en-Velin,69256
